,source,retweets,Text,timestamp,userlocation
1307,Twitter for iPhone,0.0,This was so refreshing #riesling #wine https://t.co/leUBgwa0Hj,2022-09-16 03:05:49,Wisconsin
1308,twittbot.net,0.0,"Fish, to taste right, must swim three times -- in water, in butter and in #wine. #thisiswhyimfull",2022-09-16 03:05:42,
1309,Twitter for iPhone,0.0,#Wine Vs. #ChildSupport… 🧒 Who will reign supreme? 😁 I’m on team #Wine 🍷#WineVsChildSupport https://t.co/AQiCrpDgyN,2022-09-16 03:04:16,ū
1310,Tea Leaf Collective,0.0,"2016 Krupp Brothers Veraison Cabernet Sauvignon (Stagecoach Vineyard)

🛒 &gt;&gt;&gt; https://t.co/9mPEiu7dfr

Delicious 4.4… https://t.co/eqqPADBxor",2022-09-16 03:02:15,
1311,Twitter for Android,0.0,"Can I confess that I already started decorating a week ago?!?!

I loooove Halloween  🎃 👻!!

Thank you to Nicole for… https://t.co/lcPYOdAyiK",2022-09-16 03:00:46,
1312,Tweet Suite,0.0,Love #wine? Friend us on facebook as well at https://t.co/hJ5ioqceXk https://t.co/ZBLvMOj5Z8,2022-09-16 03:00:07,"Naples, FL"
1313,TweetDeck,0.0,"Winemaker - West Cape Howe
@westcapehowe @wchowe #MtBarkerWA #winemaker #winemaking #wineindustry #oenology… https://t.co/EwQ9LeANX5",2022-09-16 03:00:05,Australia-New Zealand-Global 
1314,CellarTracker,0.0,Tasting 2018 Hightower Cellars Merlot - #wine https://t.co/h7QLOtOxGf,2022-09-16 02:54:41,SF Bay Area/Wine Country 
1315,Information Critical,1.0,RT @auctionwhore: Check out Tiffany &amp; Co Balloon Red/White Wine Glass Set of 4~MINT/NEW IN BOX~ https://t.co/uSWnJzfLZV #eBay via @eBay #Ti…,2022-09-16 02:48:27,Virginia
1316,Information Critical,1.0,RT @WinesWeekly: Do You Drink Red Wine With Fish and White Wine With Meat? https://t.co/XliIDTDLX9 &lt;&lt;&lt; #whitewine #wine #redwine #winetasti…,2022-09-16 02:47:47,Virginia
1317,Information Critical,1.0,RT @WineSelfies: Looking for some NEW moderators for the #WineSelfies facebook group from around the WORLD that Love #wine and post about i…,2022-09-16 02:47:27,Virginia
1318,Information Critical,1.0,"RT @JeannieChoLee: Always a treat to have wonderful Japanese food &amp; sake in Paris @labysse_paris!

#sake #japanesefood #paris #foodandwine…",2022-09-16 02:47:06,Virginia
1319,TweetDeck,0.0,"Can #Wine Save The World? 
https://t.co/XmstK3dKIz",2022-09-16 02:43:46,"Paris, France"
1320,Twitter for Android,5.0,"RT @So_mmel_ier: 91 Hubert Montille Tallepieds is awesome. Strawberry candy, cherry, cranberry tart, watermelon, green tea, matcha, oolong.…",2022-09-16 02:43:02,
1321,JNUMKTBOT,2.0,"RT @NomadicBrits: If you love #Wine. British Columbia is one of the best places in the world. 

https://t.co/7DrctNW6sT

#travel #lookatour…",2022-09-16 02:40:11,"California, USA"
1322,Tweet Suite,0.0,Ladies or Men.. here is a great and funny book about #Wine. Check it out Intoxicating Humor! https://t.co/n42C03qAhK https://t.co/pE8Gibjxii,2022-09-16 02:40:07,"Naples, FL"
1323,Twitter for iPhone,5.0,"91 Hubert Montille Tallepieds is awesome. Strawberry candy, cherry, cranberry tart, watermelon, green tea, matcha,… https://t.co/KsOjDIZmNI",2022-09-16 02:39:23,"De Luz, CA"
1324,TweetDeck,1.0,"Cellar Door Manager - ArtWine
@ArtWineEstate #CellarDoor #WineSales #salespeople #SocialMedia #EDM #WineClub #DTC… https://t.co/FDr24vForz",2022-09-16 02:37:00,Australia-New Zealand-Global 
1325,Twitter Web App,1.0,"RT @KnotSimple: If You're Happy and You Know It Say More Wine Box Sign https://t.co/KVHxNosadi via @Etsy

This distressed wood sign makes a…",2022-09-16 02:36:50,"Raleigh, NC"
1326,Total Travel TAG,2.0,"If you love #Wine. British Columbia is one of the best places in the world. 

https://t.co/7DrctNW6sT

#travel… https://t.co/ex9xggawu0",2022-09-16 02:33:22,Currently in the UK
1327,TweetDeck,0.0,"Vineyard Operations | Gravelly Beach 
@GravellyBeach #VineyardOperations #VineyardManager #Viticulturist… https://t.co/SKvOihx8bU",2022-09-16 02:29:00,Australia-New Zealand-Global 
1328,Twitter Web App,1.0,"Always a treat to have wonderful Japanese food &amp; sake in Paris @labysse_paris!

#sake #japanesefood #paris… https://t.co/JIvk9CdQC9",2022-09-16 02:27:37,Hong Kong
1329,TweetDeck,0.0,"Vintage Cellar Hands - Burge Barossa
#BurgeBarossa #Vintage #Harvest #V23 #Vintage23 #V23  #CellarHand #winemaking… https://t.co/6eIz4wJJ2k",2022-09-16 02:24:40,Australia-New Zealand-Global 
1330,CellarTracker,0.0,Tasting 2018 Chateau Ste. Michelle Merlot Indian Wells - #wine https://t.co/klJzG2uosk,2022-09-16 02:23:52,"Bloomington, MN"
1331,CellarTracker,0.0,Drinking 2018 Chateau Ste. Michelle Merlot Indian Wells - #wine https://t.co/klJzG2uosk,2022-09-16 02:22:48,"Bloomington, MN"
1332,Twitter for iPhone,1.0,"RT @DanKoosh: Prime 160 acres view #Ranch in heart of #PasoRobles #WineCountry, #California - Ready to plant 140ac #Vines, W/ 400-GPM AG We…",2022-09-16 02:21:02,Los Angeles
1333,Tweet Suite,0.0,Is this really Mommys First Aid? RT if you agree!! #wine #Wine2TheRescue #wineoclock https://t.co/M7WuIiybGA,2022-09-16 02:20:06,"Naples, FL"
1334,CellarTracker,0.0,Tasting 2011 Clarendon Hills Cabernet Sauvignon Sandown - #wine https://t.co/V4R64LGATd,2022-09-16 02:20:06,"Bloomington, MN"
1335,CellarTracker,0.0,Drinking 2011 Clarendon Hills Cabernet Sauvignon Sandown - #wine https://t.co/V4R64LGATd,2022-09-16 02:18:33,"Bloomington, MN"
1336,TweetDeck,0.0,"Vineyard Hand / Machinery Operator - See Saw Wines
@SeeSawWine #VineyardHand #MachineryOperator #viticulture… https://t.co/ucIKkkpLTK",2022-09-16 02:15:00,Australia-New Zealand-Global 
1337,Twitter for iPhone,5.0,"RT @NMExtensionPubs: Hey #wine lovers! Researchers at NMSU are examining how cover crops can improve #grapevine performance, pest managemen…",2022-09-16 02:14:30,
1338,Twitter for iPhone,4.0,"RT @quench_mag: Pinot Noir &amp; Chardonnay By-The-Sea

In this article from the 2021/2022 Winter Edition, Craig Pinhey tells us why it's quite…",2022-09-16 02:12:27,"Napanee, Ontario, Canada"
1339,RepurposeIO,0.0,Can’t imagine a more beautiful thing than helping koalas and drinking wine. #koala #rescue #wildlife #australia… https://t.co/yyKS0Au58p,2022-09-16 02:07:26,
1340,Twitter for iPhone,0.0,Pruning complete for 2022 - all feeling in fingers and toes are slowly returning. #vegan #wine #organic https://t.co/U73yFtVbN1,2022-09-16 02:05:53,Frankland River Region
1341,Twitter for Android,104.0,"RT @cuveecollective: Happy Friday Collectors! 

If you havent watched the 1st episode of Wine in Web3 featuring the Robert Craig Wine NFT,…",2022-09-16 02:04:05,
1342,Twitter for Android,0.0,"#Addiction
1 #tobacco (#nicotine)
2 #wine 🍷
3 #liquor 🍷🥃
4 #drugs
5 #power
When this things not available, person f… https://t.co/T8ONqqNPUr",2022-09-16 02:03:47,
1343,Twitter for Android,130.0,"RT @cuveecollective: Giveaway Time 🎉  Who wants a Robert Craig Wine NFT?!! Giveaway starts today &amp; ends Tue, Sep 20. Winner will be announc…",2022-09-16 02:03:45,
1344,Tea Leaf Collective,0.0,"2015 Ravenswood Rancho Salina Red

🛒 &gt;&gt;&gt; https://t.co/93j1toJvos

Delicious 4.3 star wine from Sonoma Valley. A Cal… https://t.co/mBPged1exv",2022-09-16 02:01:42,
1345,Hootsuite Inc.,0.0,"A fire pit is perfect for late night talk

#happatio #wine #night #talk #like #friends https://t.co/TsiahtvqzI",2022-09-16 02:00:28,
1346,Thryv,0.0,Yep 100% see ya later! Bring on the weekend! #wine #bubbles #beer #family #friends #awesomebeds4kids https://t.co/aKCZtZ0hnF,2022-09-16 02:00:22,"Queensland, Australia"
1347,Tweet Suite,1.0,Looking for some NEW moderators for the #WineSelfies facebook group from around the WORLD that Love #wine and post… https://t.co/SE7BEohZUV,2022-09-16 02:00:07,"Naples, FL"
1348,TweetDeck,0.0,"Assistant Vineyard Manager - Seppeltsfield Wines
@Seppeltsfield #VineyardManager #VineyardOperations #Viticulturist… https://t.co/Zcs0z2KwZO",2022-09-16 02:00:02,Australia-New Zealand-Global 
1349,Twitter Web App,1.0,Do You Drink Red Wine With Fish and White Wine With Meat? https://t.co/XliIDTDLX9 &lt;&lt;&lt; #whitewine #wine #redwine… https://t.co/hCG8GQpHxw,2022-09-16 02:00:01,United States
1350,IFTTT,0.0,Thanks for following me on Twitter. Check out my Facebook Page to see what I'm up to! #art #wine #gallery https://t.co/vdVciYsypC,2022-09-16 01:59:18,"Hope Forest, South Australia"
1351,Ofertas ok,1.0,"RT @WineIndustryJob: Vintage 2023 Cellar Hands &amp; Lab Assistant - Chapel Hill Winery
@ChapelHillWine #Vintage #Harvest #V23 #Vintage23 #V23…",2022-09-16 01:50:04,
1352,Twitter Web App,2.0,"RT @i_stephie: I opened this bottle of @foursightwines 2018 Charles Vineyard Pinot Noir. To me, it has tastes of plum and baking spices. Ch…",2022-09-16 01:47:54,I wish I was in Spain
1353,newsy.co,0.0,Huss Brewing Announces Two New IPAs - https://t.co/x8RTJk7erZ #beer #beernews #craftbeer #dailykeg #brewery #wine #liquor,2022-09-16 01:47:45,"New York City, NY"
1354,Twitter Web App,1.0,Check out Tiffany &amp; Co Balloon Red/White Wine Glass Set of 4~MINT/NEW IN BOX~ https://t.co/uSWnJzfLZV #eBay via… https://t.co/UA2AFeLae4,2022-09-16 01:47:12,The Beach is my Happy place!
1355,Twitter for iPhone,0.0,My vote for a perfect weeknight wine: glass of Barbara de Asti -Ali #wine,2022-09-16 01:45:36,Los Angeles Austin Denver
1356,Buffer,0.0,Grab your best friends and GO! 10 Underrated Trips to Take with Your Best Friends https://t.co/Z7Cco2ZyFa #Tapei… https://t.co/m48Jp3qlQl,2022-09-16 01:45:02,Global
1357,TweetDeck,1.0,"Vintage 2023 Cellar Hands &amp; Lab Assistant - Chapel Hill Winery
@ChapelHillWine #Vintage #Harvest #V23 #Vintage23… https://t.co/tGIKMZ38Co",2022-09-16 01:45:00,Australia-New Zealand-Global 
1358,Twitter for iPad,0.0,Just had an in-depth conversation with the cat about going to bed early tonight - then realized it was my shoes. :(… https://t.co/fH5tPLRQru,2022-09-16 01:43:56,"Toledo, OH"
1359,Twitter for Android,0.0,"#Wine, #KCChiefs, Dr.Pepper,  #meatballs &amp;""B"" for the #Chiefs home opener!..#Cabernet by  #WhiteTailRunWinery, a li… https://t.co/XSZEnrT4ix",2022-09-16 01:42:59,Kansas
1360,Twitter for iPhone,0.0,Two more solid bottles tonight. Great with burgers and dogs. #wine #vacation #OBX https://t.co/UB3iswFvEr,2022-09-16 01:42:25,"Bucks County, PA"
1361,Twitter for iPad,2.0,RT @SashaEats: How do you recycle your #wine bottles? 🦄🥂🍇🍷 https://t.co/srtb3bn3mt,2022-09-16 01:38:38,"Worldwide, NY state of mind "
1362,Twitter for iPhone,2.0,How do you recycle your #wine bottles? 🦄🥂🍇🍷 https://t.co/srtb3bn3mt,2022-09-16 01:37:55,"Fort Lauderdale, Florida"
1363,CellarTracker,0.0,Purchased 2016 Le Cadeau Pinot Noir Trajet Reserve - #wine https://t.co/QlhY7npLiq,2022-09-16 01:31:37,"Bloomington, MN"
1364,Farm Machinery,1.0,RT @DailyKeg: Doppio Passo Primitivo Wine Launches in the US - https://t.co/TNpsezBSCL #beer #beernews #craftbeer #dailykeg #brewery #wine…,2022-09-16 01:30:03,"England, United Kingdom"
1365,CellarTracker,0.0,Purchased 2002 Cote Bonneville DuBrul Vineyard - #wine https://t.co/hpZcCcx3iu,2022-09-16 01:29:51,"Bloomington, MN"
1366,Twitter for Android,0.0,"We deliver all over Philippines and free to most of Metro Manila area from Monday thru Friday.

Château La Tour Mar… https://t.co/NPHRJONWAQ",2022-09-16 01:25:47,"Makati City, National Capital "
1367,Twitter Web App,2.0,RT @tatianaryann18: Congratulations 🍾 @author_chef on the successful launch of your book! You can pick up your copy on #amazon or come see…,2022-09-16 01:25:43,
1368,Twitter for iPhone,4.0,RT @TMIC_Canada: You can assess different wines and beers to see how #metabolomics can be used to interpret their taste and #aroma in this…,2022-09-16 01:20:12,
1369,Tweet Suite,0.0,Are you on instagram? Follow us over there as well. We just got started!! https://t.co/JD2ET58TFq #wine #wineoclock… https://t.co/mzY1MUp8fG,2022-09-16 01:20:06,"Naples, FL"
1370,Twitter for iPhone,4.0,RT @ibstatguy: Some recently enjoyed #wine https://t.co/E5TuHusk2b,2022-09-16 01:17:14,"Hayward, CA"
1371,newsy.co,1.0,Doppio Passo Primitivo Wine Launches in the US - https://t.co/TNpsezBSCL #beer #beernews #craftbeer #dailykeg #brewery #wine #liquor,2022-09-16 01:17:07,"New York City, NY"
1372,Sprout Social,0.0,The Coravin Timeless Aerator has 30 carefully sized and placed holes that maximize your wine's contact with air – p… https://t.co/kgrYoCgohL,2022-09-16 01:15:02,USA
1373,TweetDeck,0.0,"Assistant Winemaker / Vineyard Manager - Savaterre
@savaterre #winemaker #winemaking #vigneron #VineyardManager… https://t.co/KLvyTj8Dj3",2022-09-16 01:15:00,Australia-New Zealand-Global 
1374,recurpost.com,0.0,"If you can't get to Rio, bring the Jazz Bossa home to you!

Listen on your service of choice 👉… https://t.co/WQMePOAEda",2022-09-16 01:12:02,"Stockholm, Sweden"
1375,Instagram,0.0,"Looking forward to the closing out of #summer and the coming #fall 🍁. How about you? 
#summerdays #fallcolors… https://t.co/IFOzGtO8Td",2022-09-16 01:07:42,N. Idaho / San Diego / Dallas
1376,Tweetbot for Mac,2.0,RT @WineSelfies: Let the #Wine flow and flow often! #wineselfies #wineoclock #winelover https://t.co/O4nCHT1byE,2022-09-16 01:02:38,Southwest Florida
1377,Tweet Suite,0.0,Do you have #wine related items or services that you offer? Please feel free to post at https://t.co/7LIsob4hNl https://t.co/7pgA98i2l5,2022-09-16 01:00:07,"Naples, FL"
1378,TweetDeck,0.0,"Cellar Hand / Assistant Winemaker - Woodlands Wines
@woodlandswines #winemaker #winemaking #fermentation #oenology… https://t.co/v475Dc6dgK",2022-09-16 01:00:01,Australia-New Zealand-Global 
1379,Twitter Web App,2.0,RT @DailyKeg: Event Preview | Denver Rare Beer Tasting Announces Full Pour List - https://t.co/t0iepcwecc #beer #beernews #craftbeer #daily…,2022-09-16 00:49:49,"Charlotte, N.C."
1380,Microsoft Power Platform,7.0,"RT @MaryLong9064: ~~~~~~~~~~~~~
GLASS AND BOTTLE
~~~~~~~~~~~~~

PM GLASER ART

#digitalpainting
#beautiful
#colorful
#art
#artist
#relaxing…",2022-09-16 00:46:37,"Washington, DC, "
1381,moqil moqil,1.0,RT @Kotoshioka: Good morning everybody‼︎ What's up? We hope you'll have a wonderful weekend from now on. Don't lose to the coronavirus!‼︎‼︎…,2022-09-16 00:45:04,
1382,Twitter for iPhone,1.0,Good morning everybody‼︎ What's up? We hope you'll have a wonderful weekend from now on. Don't lose to the coronavi… https://t.co/Lp208Y1crW,2022-09-16 00:43:43,
1383,Twitter for iPhone,0.0,My favorite thing. The lees are delightful. #wine  #winelover https://t.co/QXWTOvtWpi,2022-09-16 00:42:28,
1384,Twitter for Android,7.0,"RT @Julianna_glass: It’s the night full of fire 🔥 and #wine 🍷 

Cheers lovely people! 🍷 #thursdayvibes https://t.co/A0pZNoOrpb",2022-09-16 00:41:29,Pennsylvania
1385,Twitter for iPhone,7.0,"It’s the night full of fire 🔥 and #wine 🍷 

Cheers lovely people! 🍷 #thursdayvibes https://t.co/A0pZNoOrpb",2022-09-16 00:40:54,Canada
1386,Tweet Suite,0.0,#Wine Humor! I just rescued some wine - it was trapped in a bottle! I saved the day #winelovers https://t.co/knD1EmxkRA,2022-09-16 00:40:06,"Naples, FL"
1387,Information Critical,1.0,"RT @RudiGourmand: Today's wine is a 92+ pnt great value sauv blanc from #Marlborough (#NewZealand)

Honey lime floral grapefruit mineraliit…",2022-09-16 00:39:41,Virginia
1388,Twitter Web App,1.0,"RT @grumpycantina: 🎸𝕎𝕆ℝ𝕃𝔻 𝕎𝕀ℕ𝔼 𝕋𝕆𝕌ℝ🎸
🗓️15-Sept-2022
📍USA 🇺🇸 [FINAL DATE]
#WorldWineTour #GCWC

want to see more? Join us: https://t.co/wADl…",2022-09-16 00:39:33,Grumpy Nation
1389,Twitter for iPhone,6.0,RT @IdmaGroup: Contact the #Food #Testing Centre of Idma Laboratories Ltd/ An Idma Group Company  for your requirements of Testing of all #…,2022-09-16 00:36:03,"Panchkula, India"
1390,Hootsuite Inc.,0.0,"[#Podcast Hour] Top 5 lists we are thankful for within the following categories: music, dinner food Items, movies,… https://t.co/Dy5EE4fIrf",2022-09-16 00:35:31,"Laguna Niguel, CA"
1391,Twitter Web App,1.0,"🎸𝕎𝕆ℝ𝕃𝔻 𝕎𝕀ℕ𝔼 𝕋𝕆𝕌ℝ🎸
🗓️15-Sept-2022
📍USA 🇺🇸 [FINAL DATE]
#WorldWineTour #GCWC

want to see more? Join us:… https://t.co/XbrspJ1wRm",2022-09-16 00:33:48,Happy Hour
1392,dlvr.it,2.0,"RT @RealWineGuru: What are the risks of drinking small quantities of alcohol while pregnant?: Q: I’ve heard that in the past, pregnant wome…",2022-09-16 00:33:34,"UK EU France, Aube, Argentina"
1393,Twitter for iPhone,0.0,"I can’t help it. When a box of wine gets to the point of barely trickling out, all I can think is “Sally! Sally, ca… https://t.co/RM4hzd8tXU",2022-09-16 00:31:52,"Utah, USA"
1394,Twitter Web App,1.0,#wine #vineyards #art Original oil painting of Montenela Chardonnay bottles with grapes by famous artist E. Denis… https://t.co/0YjQ7xK9hR,2022-09-16 00:30:50,"Miami, FL"
1395,Twitter Web App,7.0,"RT @MaryLong9064: ~~~~~~~~~~~~~
GLASS AND BOTTLE
~~~~~~~~~~~~~

PM GLASER ART

#digitalpainting
#beautiful
#colorful
#art
#artist
#relaxing…",2022-09-16 00:28:48,Wisconsin
1396,Twitter for iPhone,2.0,"RT @BrockStorrusten: Great @ACEC_NC virtual #wine tasting State PAC event with @IGTWine!  Great people, great wines and lots of it!  Get th…",2022-09-16 00:25:43,
1397,Twitter for Android,36.0,RT @Cicci_Esmeralda: Hello 💗#hi #hello #Twitter #vigna #15settembre #work #wine #home #wines https://t.co/5enaex8K2D,2022-09-16 00:25:40,"Vicence, Vénétie"
1398,Hootsuite Inc.,0.0,"[#Podcast Hour] Top 5 lists we are thankful for within the following categories: music, dinner food Items, movies,… https://t.co/i66rFRSO2r",2022-09-16 00:25:11,California
1399,Twitter for Android,1.0,"RT @hltrendz88: LAZADA: https://t.co/svgAlKpNIU 

Vision Luxurious Crystal Glass U-shaped Wine Decanter - #paydaysales #fyp #foryou #fypage…",2022-09-16 00:23:05,
1400,Twitter for Android,6.0,RT @BartlettBacchus: Giving this 2016 #BlackStallion Estate Cabernet from the Gaspare Vineyard a try tonight. Burgers (bison) setup and rea…,2022-09-16 00:20:47,
1401,Paper.li,0.0,"🍷✏️ Wine Notes of a Sommelier! 🖊🍷
https://t.co/XbRrxKDVWP 🍇 #somm #wine #notes 🍷 #tasting by @GrapeExp_Cindy @TravelCorkscrew @ZWineNinja",2022-09-16 00:20:43,Global
1402,Twitter Web App,0.0,"Make your plans for tomorrow - join us 4-7pm for Wine Tasting with Donae Burston, founder and CEO of La Fete Wine C… https://t.co/qeGTKo3rRi",2022-09-16 00:20:11,"68th St. & Columbus Ave., NYC"
1403,Tweet Suite,2.0,Let the #Wine flow and flow often! #wineselfies #wineoclock #winelover https://t.co/O4nCHT1byE,2022-09-16 00:20:05,"Naples, FL"
1404,Twitter for Android,3.0,RT @Essau1969: A little #HomeBrew #Red #Wine tonight that paired well with pasta for dinner! #ThirstyThursday 🍷 https://t.co/CYZpmNs7lE,2022-09-16 00:17:02,
1405,newsy.co,0.0,Milam &amp;amp; Greene Whiskey Releases Unabridged Volume 1 - https://t.co/9bInHGCRss #beer #beernews #craftbeer… https://t.co/mctL8PBvnA,2022-09-16 00:14:32,"New York City, NY"
1406,TweetDeck,0.0,"Vintage 2023 Cellar Hands - Wirra Wirra Vineyards
@WirraWirraWines #Vintage #Harvest #V23 #Vintage23 #V23… https://t.co/8HxrI6notI",2022-09-16 00:14:30,Australia-New Zealand-Global 
1407,Twitter Web App,0.0,"Published in this week’s La Conner Weekly News.
Artist Janet Laurel – Red Goddesses. 
Skagit Cellars – La Conner. T… https://t.co/9ixz6Z72nl",2022-09-16 00:11:25,"Skagit, WA"
1408,Twitter for Android,1.0,"RT @RecipeRetweet: The Story of Thai Curry, According to a Chef and a Lifelong Fan 🍲🍷🥘🍞
https://t.co/YUmUIfYo3C via @foodandwine    #ThaiFo…",2022-09-16 00:10:24,
1409,SchedulePictures,0.0,Cernunnos Placemat by Art Falaxy*SALE 25% Off* ~Art Exquisite!~ #coasters #gifts #trays #mugs #coffee #society6… https://t.co/AYq3kXwm4e,2022-09-16 00:10:03,
1410,Twitter for Android,0.0,"Beautiful #Advertising display 💯 

#wine 
#winelovers https://t.co/kJRjFfy3xI",2022-09-16 00:06:50,South Africa and Worldwide
1411,Twitter for iPhone,1.0,RT @TheWineStudent: The Creator of #TwoBuckChuck has passed. #wine #traderjoes,2022-09-16 00:03:33,
1412,Buffer,0.0,"2 more days until our Wine Bar Music Series continues with Rick &amp; Brian and live jazz, artisan wine, and cheese. Jo… https://t.co/tVdY380a4T",2022-09-16 00:00:36,"Half Moon Bay, CA"
1413,Tea Leaf Collective,0.0,"# 2021 Celler Batea Sense Red

🛒 &gt;&gt;&gt; https://t.co/GH5tEqdPzY

#AD #wine #shiraz #chardonnay #rioja #malbec… https://t.co/h7RppshtOo",2022-09-16 00:00:34,
1414,Twitter for iPhone,1.0,"#TwitterSupperClub
#PastaThursday!

@BarillaUS Rotini w/@RaosHomemade Marinara Sauce, Kalamata Olives &amp; Grated Parm… https://t.co/T0M221hLgE",2022-09-16 00:00:33,#365Sunrises
1415,Tea Leaf Collective,0.0,"# 2006 Clarendon Hills Sandown Cabernet Sauvignon

🛒 &gt;&gt;&gt; https://t.co/sJ2Oogmlsq

#AD #wine #shiraz #chardonnay… https://t.co/FaZLRoE4J7",2022-09-16 00:00:14,
1416,Buffer,0.0,Play 18 holes in under 2 hours? How? Solo Cart. https://t.co/0tFCCmQ2nY #SoloCart #travel #food #wine #mixology… https://t.co/FcsSp3IXFR,2022-09-16 00:00:14,Global
1417,Tweet Suite,0.0,#Wine humor! When your friend starts drunk crying out of no where you're just like. https://t.co/m1KDjJdDm4,2022-09-16 00:00:07,"Naples, FL"
1418,TweetDeck,0.0,"Cellar Hand (Permanent) - Pipers Brook Vineyard, Tasmania
@Pipersvineyard #CellarHand #wine #winemaker #winemaking… https://t.co/TpZfb03H7D",2022-09-16 00:00:02,Australia-New Zealand-Global 
1419,TweetDeck Web App,0.0,ICYMI on the #NittanyEpicurean the 2015 Neal Vineyard #CabernetSauvignon from @sbragiafamily #wine #napavalleywine… https://t.co/GOKLBCjb4f,2022-09-16 00:00:00,"Orchard Park, NY"
1420,Twitter for iPhone,1.0,"RT @BaselineWine: Our POW is Farnese Edizionoe from Italy. 🍷 This #wine has lush fruit, balanced acidity &amp; stunning texture, the entry show…",2022-09-15 23:54:21,Edmonton Alberta
1421,Twitter for Android,0.0,Wine brings people together. What an awesome experience sharing this behind the scenes filming experience with some… https://t.co/GYNPUMUIwj,2022-09-15 23:53:57,Napa/Sonoma/Naples
1422,Twitter Web App,3.0,"RT @SpiritsReviews: According to @JessicaNDupuy's column for @WineReviewOnlin, @VaraWine + Distillery makes #Gin and #Brandy in addition to…",2022-09-15 23:52:00,"Washington, D.C."
1423,Twitter for iPhone,3.0,RT @Essau1969: A little #HomeBrew #Red #Wine tonight that paired well with pasta for dinner! #ThirstyThursday 🍷 https://t.co/CYZpmNs7lE,2022-09-15 23:51:59,"Reynoldsburg, Ohio"
1424,Twitter for Android,10.0,RT @MattStarrFineA1: I recently sold a t-shirt with a print of my work of art called “Mammoth Bottle of Wine” in my TeePublic art shop.…,2022-09-15 23:51:25,Denver
1425,Twitter for iPhone,1.0,RT @CaraMiaSG: Happening now! Join @NFTspeakeazy @Calidrew and me 🙋🏻‍♀️ for the Cardano #Wine &amp; Spirits Mixer 🥳🥳  #TwitterSpaces #ThirstyTh…,2022-09-15 23:50:26,"Quincy, MI"
1426,Twitter Web App,3.0,"RT @Georgian_wine: In January-July of this year, up to 55 million bottles of #wine were exported from #Georgia to 58 countries around the w…",2022-09-15 23:50:05,Metaverse 
1427,Twitter for iPhone,3.0,A little #HomeBrew #Red #Wine tonight that paired well with pasta for dinner! #ThirstyThursday 🍷 https://t.co/CYZpmNs7lE,2022-09-15 23:47:51,"Pennsylvania, USA"
1428,IFTTT,0.0,Do you know about our award winning #wine blog? New posts every #WineWednesday. Sign up to never miss a post. https://t.co/TKOgnPyed5,2022-09-15 23:46:08,"Fresno, CA"
1429,Twitter Web App,4.0,"RT @jazzcattrio: Plum Harvest &amp; Napa Valley Grapes 🎨 watercolor
Loved working on these two compositions. Thankful for wonderful fresh fruit…",2022-09-15 23:44:55,San Francisco Bay Area
1430,Twitter for Android,2.0,"Great @ACEC_NC virtual #wine tasting State PAC event with @IGTWine!  Great people, great wines and lots of it!  Get… https://t.co/fqmhUJRvfZ",2022-09-15 23:44:26,"Cary, NC"
1431,newsy.co,0.0,Rare Bourbons Hit The Online Auction Block Sept 22 - https://t.co/S6sOQ4HA4q #beer #beernews #craftbeer #dailykeg #brewery #wine #liquor,2022-09-15 23:43:20,"New York City, NY"
1432,Publiadmedia Manager 14191346,1.0,"RT @OCGreekGrl: The First (and Most Important) thing I pack for trips 😉🍷
#wontleavehomewithoutit #wine #traveltips #ThursdayThought https:/…",2022-09-15 23:42:18,
1433,Twitter for iPhone,1.0,"The First (and Most Important) thing I pack for trips 😉🍷
#wontleavehomewithoutit #wine #traveltips #ThursdayThought https://t.co/WUV8B2s5eS",2022-09-15 23:41:56,"Orange County, CA "
1434,Tweet Suite,0.0,Got #Wine? Tag us @WineSelfies in your wine posts for a RT! #winelovers #wineoclock #wineselfies https://t.co/rOOayfZYsz,2022-09-15 23:40:06,"Naples, FL"
1435,Twitter for iPhone,0.0,"Behind the scenes from our recent interview shoot with @stephietz of Trotter 1/16 Winery. #wine #napa #napavalley 

https://t.co/s6N0IrHPbF",2022-09-15 23:39:40,California Wine Country
1436,Twitter for iPhone,1.0,"RT @WineStopDTLA: #DrinkBetter

Shop #WineStop #Wine In-Store And Online At https://t.co/lqnkgKGWav",2022-09-15 23:36:27,Los Angeles 
1437,Twitter for iPhone,1.0,"RT @WineStopSVLK: #DrinkBetter

Shop #WineStop #Wine In-Store And Online At https://t.co/kFpR3pWZHk",2022-09-15 23:36:24,Los Angeles 
1438,Twitter for iPhone,1.0,"#DrinkBetter

Shop #WineStop #Wine In-Store And Online At https://t.co/kFpR3pWZHk",2022-09-15 23:34:57,"2856 Sunset Blvd, CA 90026"
1439,Twitter for iPhone,1.0,"#DrinkBetter

Shop #WineStop #Wine In-Store And Online At https://t.co/lqnkgKGWav",2022-09-15 23:34:40,"1025 S Santa Fe Ave, CA 90021"
1440,Twitter for Android,0.0,"Hello! How has everyone's day been? I went grocery shopping and bought pumpkins a bit early, that was my excitement… https://t.co/4gZQiKFzfl",2022-09-15 23:34:30,NorCal
1441,Twitter Web App,3.0,"RT @KaziShuki: Good night friends 🥂🥂🥂
#goodnight #night #friends #wine #winewithfriends https://t.co/zJvFp3NKg7",2022-09-15 23:33:59,"Sydney, New South Wales"
